user_id,cohort_period,activity_period,period_number
CUST-01139,2025-05-01,2025-05-01,0
CUST-01141,2024-03-01,2024-03-01,0
CUST-01142,2024-03-01,2024-03-01,0
CUST-01142,2024-03-01,2024-09-01,6
CUST-01143,2025-06-01,2025-06-01,0
CUST-01144,2024-12-01,2024-12-01,0
CUST-01148,2024-03-01,2024-03-01,0
CUST-01151,2024-07-01,2024-07-01,0
CUST-01152,2025-07-01,2025-07-01,0
CUST-01153,2024-08-01,2024-08-01,0
CUST-01153,2024-08-01,2025-03-01,7
CUST-01154,2024-09-01,2024-09-01,0
CUST-01156,2025-08-01,2025-08-01,0
CUST-01158,2024-04-01,2024-04-01,0
CUST-01158,2024-04-01,2024-12-01,8
CUST-01160,2024-05-01,2024-05-01,0
CUST-01162,2024-02-01,2024-02-01,0
CUST-01165,2024-11-01,2024-11-01,0
CUST-01169,2025-10-01,2025-10-01,0
CUST-01175,2025-03-01,2025-03-01,0
CUST-01178,2024-02-01,2024-02-01,0
CUST-01178,2024-02-01,2024-11-01,9
CUST-01179,2025-09-01,2025-09-01,0
CUST-01184,2024-12-01,2024-12-01,0
CUST-01185,2025-05-01,2025-05-01,0
CUST-01185,2025-05-01,2025-07-01,2
CUST-01186,2025-02-01,2025-02-01,0
CUST-01186,2025-02-01,2025-07-01,5
CUST-01190,2025-01-01,2025-01-01,0
CUST-01191,2024-05-01,2024-05-01,0
CUST-01194,2024-07-01,2024-07-01,0
CUST-01196,2025-07-01,2025-07-01,0
CUST-01197,2025-09-01,2025-09-01,0
CUST-01199,2024-07-01,2024-07-01,0
CUST-01200,2024-08-01,2024-08-01,0
CUST-01204,2024-04-01,2024-04-01,0
CUST-01204,2024-04-01,2024-08-01,4
CUST-01205,2024-06-01,2024-06-01,0
CUST-01205,2024-06-01,2025-02-01,8
CUST-01207,2025-06-01,2025-06-01,0
CUST-01208,2025-06-01,2025-06-01,0
CUST-01210,2024-06-01,2024-06-01,0
CUST-01211,2024-08-01,2024-08-01,0
CUST-01211,2024-08-01,2024-11-01,3
CUST-01213,2025-07-01,2025-07-01,0
CUST-01217,2024-05-01,2024-05-01,0
CUST-01220,2024-03-01,2024-03-01,0
CUST-01221,2025-05-01,2025-05-01,0
CUST-01226,2025-05-01,2025-05-01,0
CUST-01227,2024-12-01,2024-12-01,0
CUST-01230,2024-02-01,2024-02-01,0
CUST-01232,2024-09-01,2024-09-01,0
CUST-01232,2024-09-01,2025-06-01,9
CUST-01233,2024-12-01,2024-12-01,0
CUST-01236,2025-03-01,2025-03-01,0
CUST-01238,2025-03-01,2025-03-01,0
CUST-01238,2025-03-01,2025-07-01,4
CUST-01239,2025-07-01,2025-07-01,0
CUST-01241,2024-03-01,2024-03-01,0
CUST-01242,2024-05-01,2024-05-01,0
CUST-01247,2025-05-01,2025-05-01,0
CUST-01248,2025-06-01,2025-06-01,0
CUST-01253,2025-05-01,2025-05-01,0
CUST-01255,2024-08-01,2024-08-01,0
CUST-01256,2024-11-01,2024-11-01,0
CUST-01257,2024-06-01,2024-06-01,0
CUST-01258,2024-09-01,2024-09-01,0
CUST-01258,2024-09-01,2025-04-01,7
CUST-01259,2024-08-01,2024-08-01,0
CUST-01260,2025-05-01,2025-05-01,0
CUST-01264,2024-02-01,2024-02-01,0
CUST-01269,2025-04-01,2025-04-01,0
CUST-01270,2024-06-01,2024-06-01,0
CUST-01270,2024-06-01,2024-09-01,3
CUST-01271,2024-03-01,2024-03-01,0
CUST-01271,2024-03-01,2024-12-01,9
CUST-01278,2025-01-01,2025-01-01,0
CUST-01279,2025-10-01,2025-10-01,0
CUST-01281,2025-04-01,2025-04-01,0
CUST-01283,2024-10-01,2024-10-01,0
CUST-01286,2024-04-01,2024-04-01,0
CUST-01291,2025-10-01,2025-10-01,0
CUST-01292,2025-05-01,2025-05-01,0
CUST-01296,2024-12-01,2024-12-01,0
CUST-01296,2024-12-01,2025-08-01,8
CUST-01302,2024-03-01,2024-03-01,0
CUST-01309,2024-10-01,2024-10-01,0
CUST-01311,2024-10-01,2024-10-01,0
CUST-01312,2025-09-01,2025-09-01,0
CUST-01314,2025-01-01,2025-01-01,0
CUST-01319,2025-06-01,2025-06-01,0
CUST-01320,2024-10-01,2024-10-01,0
CUST-01320,2024-10-01,2025-06-01,8
CUST-01327,2025-10-01,2025-10-01,0
CUST-01331,2024-05-01,2024-05-01,0
CUST-01336,2025-01-01,2025-01-01,0
CUST-01341,2024-11-01,2024-11-01,0
CUST-01346,2025-06-01,2025-06-01,0
CUST-01349,2024-04-01,2024-04-01,0
CUST-01350,2025-08-01,2025-08-01,0
CUST-01351,2025-03-01,2025-03-01,0
CUST-01355,2024-08-01,2024-08-01,0
CUST-01355,2024-08-01,2025-05-01,9
CUST-01356,2024-08-01,2024-08-01,0
CUST-01357,2024-06-01,2024-06-01,0
CUST-01357,2024-06-01,2024-11-01,5
CUST-01359,2024-10-01,2024-10-01,0
CUST-01360,2024-01-01,2024-01-01,0
CUST-01362,2024-04-01,2024-04-01,0
CUST-01363,2025-01-01,2025-01-01,0
CUST-01373,2025-06-01,2025-06-01,0
CUST-01377,2024-08-01,2024-08-01,0
CUST-01378,2025-03-01,2025-03-01,0
CUST-01379,2025-02-01,2025-02-01,0
CUST-01380,2025-06-01,2025-06-01,0
CUST-01385,2025-06-01,2025-06-01,0
CUST-01390,2025-05-01,2025-05-01,0
CUST-01392,2025-10-01,2025-10-01,0
CUST-01393,2025-03-01,2025-03-01,0
CUST-01393,2025-03-01,2025-05-01,2
CUST-01396,2024-11-01,2024-11-01,0
CUST-01396,2024-11-01,2025-07-01,8
CUST-01399,2024-12-01,2024-12-01,0
CUST-01400,2025-01-01,2025-01-01,0
CUST-01400,2025-01-01,2025-08-01,7
CUST-01402,2025-05-01,2025-05-01,0
CUST-01403,2025-01-01,2025-01-01,0
CUST-01404,2025-05-01,2025-05-01,0
CUST-01406,2024-12-01,2024-12-01,0
CUST-01406,2024-12-01,2025-06-01,6
CUST-01407,2025-03-01,2025-03-01,0
CUST-01408,2025-07-01,2025-07-01,0
CUST-01412,2025-09-01,2025-09-01,0
CUST-01413,2025-09-01,2025-09-01,0
CUST-01415,2024-07-01,2024-07-01,0
CUST-01415,2024-07-01,2024-11-01,4
CUST-01418,2024-11-01,2024-11-01,0
CUST-01418,2024-11-01,2025-05-01,6
CUST-01419,2024-08-01,2024-08-01,0
CUST-01422,2025-08-01,2025-08-01,0
CUST-01423,2024-02-01,2024-02-01,0
CUST-01425,2024-05-01,2024-05-01,0
CUST-01426,2025-01-01,2025-01-01,0
CUST-01428,2025-03-01,2025-03-01,0
CUST-01429,2024-10-01,2024-10-01,0
CUST-01432,2024-11-01,2024-11-01,0
CUST-01432,2024-11-01,2025-07-01,8
CUST-01434,2025-01-01,2025-01-01,0
CUST-01437,2024-07-01,2024-07-01,0
CUST-01441,2025-04-01,2025-04-01,0
CUST-01442,2024-05-01,2024-05-01,0
CUST-01443,2025-08-01,2025-08-01,0
CUST-01447,2024-08-01,2024-08-01,0
CUST-01448,2025-03-01,2025-03-01,0
CUST-01449,2025-06-01,2025-06-01,0
CUST-01450,2025-07-01,2025-07-01,0
CUST-01452,2025-06-01,2025-06-01,0
CUST-01453,2025-01-01,2025-01-01,0
CUST-01457,2024-04-01,2024-04-01,0
CUST-01457,2024-04-01,2024-11-01,7
CUST-01462,2024-07-01,2024-07-01,0
CUST-01464,2024-08-01,2024-08-01,0
CUST-01465,2025-08-01,2025-08-01,0
CUST-01467,2024-11-01,2024-11-01,0
CUST-01468,2025-04-01,2025-04-01,0
CUST-01469,2025-03-01,2025-03-01,0
CUST-01471,2024-05-01,2024-05-01,0
CUST-01475,2024-05-01,2024-05-01,0
CUST-01476,2025-05-01,2025-05-01,0
CUST-01477,2025-01-01,2025-01-01,0
CUST-01477,2025-01-01,2025-08-01,7
CUST-01479,2024-07-01,2024-07-01,0
CUST-01488,2025-03-01,2025-03-01,0
CUST-01490,2025-05-01,2025-05-01,0
CUST-01491,2024-07-01,2024-07-01,0
CUST-01493,2024-08-01,2024-08-01,0
CUST-01493,2024-08-01,2025-02-01,6
CUST-01498,2024-07-01,2024-07-01,0
CUST-01501,2025-10-01,2025-10-01,0
CUST-01504,2024-03-01,2024-03-01,0
CUST-01504,2024-03-01,2024-12-01,9
CUST-01508,2024-10-01,2024-10-01,0
CUST-01510,2025-04-01,2025-04-01,0
CUST-01511,2024-03-01,2024-03-01,0
CUST-01518,2025-07-01,2025-07-01,0
CUST-01519,2025-03-01,2025-03-01,0
CUST-01519,2025-03-01,2025-08-01,5
CUST-01520,2024-08-01,2024-08-01,0
CUST-01521,2025-01-01,2025-01-01,0
CUST-01523,2024-03-01,2024-03-01,0
CUST-01526,2025-01-01,2025-01-01,0
CUST-01527,2025-03-01,2025-03-01,0
CUST-01528,2024-03-01,2024-03-01,0
CUST-01529,2024-08-01,2024-08-01,0
CUST-01533,2025-09-01,2025-09-01,0
CUST-01535,2025-08-01,2025-08-01,0
CUST-01539,2025-01-01,2025-01-01,0
CUST-01540,2024-11-01,2024-11-01,0
CUST-01542,2024-09-01,2024-09-01,0
CUST-01544,2024-02-01,2024-02-01,0
CUST-01545,2025-08-01,2025-08-01,0
CUST-01546,2025-02-01,2025-02-01,0
CUST-01547,2025-05-01,2025-05-01,0
CUST-01547,2025-05-01,2025-08-01,3
CUST-01556,2024-03-01,2024-03-01,0
CUST-01557,2025-08-01,2025-08-01,0
CUST-01558,2024-10-01,2024-10-01,0
CUST-01558,2024-10-01,2025-04-01,6
CUST-01562,2025-08-01,2025-08-01,0
CUST-01563,2025-02-01,2025-02-01,0
CUST-01572,2025-09-01,2025-09-01,0
CUST-01575,2024-10-01,2024-10-01,0
CUST-01575,2024-10-01,2025-08-01,10
CUST-01578,2024-02-01,2024-02-01,0
CUST-01580,2025-01-01,2025-01-01,0
CUST-01582,2025-07-01,2025-07-01,0
CUST-01583,2024-10-01,2024-10-01,0
CUST-01585,2025-05-01,2025-05-01,0
CUST-01586,2025-01-01,2025-01-01,0
CUST-01590,2024-06-01,2024-06-01,0
CUST-01590,2024-06-01,2024-08-01,2
CUST-01592,2024-05-01,2024-05-01,0
CUST-01592,2024-05-01,2024-07-01,2
CUST-01599,2025-03-01,2025-03-01,0
CUST-01602,2024-02-01,2024-02-01,0
CUST-01604,2024-07-01,2024-07-01,0
CUST-01605,2025-10-01,2025-10-01,0
CUST-01607,2024-09-01,2024-09-01,0
CUST-01616,2025-07-01,2025-07-01,0
CUST-01622,2025-06-01,2025-06-01,0
CUST-01625,2025-01-01,2025-01-01,0
CUST-01626,2024-04-01,2024-04-01,0
CUST-01629,2024-02-01,2024-02-01,0
CUST-01633,2025-03-01,2025-03-01,0
CUST-01635,2025-02-01,2025-02-01,0
CUST-01635,2025-02-01,2025-08-01,6
CUST-01636,2024-07-01,2024-07-01,0
CUST-01637,2024-08-01,2024-08-01,0
CUST-01637,2024-08-01,2025-04-01,8
CUST-01638,2024-03-01,2024-03-01,0
CUST-01639,2025-07-01,2025-07-01,0
CUST-01641,2024-06-01,2024-06-01,0
CUST-01645,2024-06-01,2024-06-01,0
CUST-01645,2024-06-01,2024-10-01,4
CUST-01647,2024-08-01,2024-08-01,0
CUST-01650,2024-09-01,2024-09-01,0
CUST-01651,2024-04-01,2024-04-01,0
CUST-01656,2024-12-01,2024-12-01,0
CUST-01658,2024-08-01,2024-08-01,0
CUST-01658,2024-08-01,2025-02-01,6
CUST-01661,2024-11-01,2024-11-01,0
CUST-01661,2024-11-01,2025-06-01,7
CUST-01662,2025-05-01,2025-05-01,0
CUST-01665,2025-01-01,2025-01-01,0
CUST-01666,2024-04-01,2024-04-01,0
CUST-01669,2025-06-01,2025-06-01,0
CUST-01670,2025-08-01,2025-08-01,0
CUST-01672,2024-03-01,2024-03-01,0
CUST-01676,2025-05-01,2025-05-01,0
CUST-01680,2025-02-01,2025-02-01,0
CUST-01684,2024-09-01,2024-09-01,0
CUST-01685,2024-05-01,2024-05-01,0
CUST-01686,2025-05-01,2025-05-01,0
CUST-01689,2025-05-01,2025-05-01,0
CUST-01691,2024-03-01,2024-03-01,0
CUST-01692,2024-10-01,2024-10-01,0
CUST-01697,2024-04-01,2024-04-01,0
CUST-01697,2024-04-01,2025-01-01,9
CUST-01699,2025-03-01,2025-03-01,0
CUST-01700,2025-02-01,2025-02-01,0
CUST-01702,2025-07-01,2025-07-01,0
CUST-01704,2024-04-01,2024-04-01,0
CUST-01705,2024-12-01,2024-12-01,0
CUST-01714,2024-08-01,2024-08-01,0
CUST-01717,2024-04-01,2024-04-01,0
CUST-01718,2024-06-01,2024-06-01,0
CUST-01720,2025-02-01,2025-02-01,0
CUST-01723,2025-02-01,2025-02-01,0
CUST-01723,2025-02-01,2025-05-01,3
CUST-01726,2025-03-01,2025-03-01,0
CUST-01727,2025-07-01,2025-07-01,0
CUST-01730,2025-01-01,2025-01-01,0
CUST-01731,2024-08-01,2024-08-01,0
CUST-01734,2024-04-01,2024-04-01,0
CUST-01735,2025-08-01,2025-08-01,0
CUST-01736,2025-06-01,2025-06-01,0
CUST-01739,2024-05-01,2024-05-01,0
CUST-01743,2024-02-01,2024-02-01,0
CUST-01744,2024-08-01,2024-08-01,0
CUST-01744,2024-08-01,2024-12-01,4
CUST-01745,2025-08-01,2025-08-01,0
CUST-01749,2024-05-01,2024-05-01,0
CUST-01749,2024-05-01,2024-07-01,2
CUST-01751,2024-07-01,2024-07-01,0
CUST-01755,2025-07-01,2025-07-01,0
CUST-01756,2024-11-01,2024-11-01,0
CUST-01757,2025-07-01,2025-07-01,0
CUST-01758,2025-09-01,2025-09-01,0
CUST-01761,2025-06-01,2025-06-01,0
CUST-01763,2025-05-01,2025-05-01,0
CUST-01767,2024-02-01,2024-02-01,0
CUST-01768,2024-04-01,2024-04-01,0
CUST-01770,2024-06-01,2024-06-01,0
CUST-01770,2024-06-01,2025-03-01,9
CUST-01772,2024-03-01,2024-03-01,0
CUST-01772,2024-03-01,2024-10-01,7
CUST-01773,2025-02-01,2025-02-01,0
CUST-01775,2025-08-01,2025-08-01,0
CUST-01776,2024-12-01,2024-12-01,0
CUST-01776,2024-12-01,2025-07-01,7
CUST-01778,2024-03-01,2024-03-01,0
CUST-01779,2024-07-01,2024-07-01,0
CUST-01780,2024-02-01,2024-02-01,0
CUST-01784,2024-05-01,2024-05-01,0
CUST-01787,2025-06-01,2025-06-01,0
CUST-01788,2024-03-01,2024-03-01,0
CUST-01788,2024-03-01,2024-05-01,2
CUST-01792,2025-01-01,2025-01-01,0
CUST-01799,2024-04-01,2024-04-01,0
CUST-01800,2025-06-01,2025-06-01,0
CUST-01805,2025-02-01,2025-02-01,0
CUST-01805,2025-02-01,2025-06-01,4
CUST-01808,2024-12-01,2024-12-01,0
CUST-01813,2025-02-01,2025-02-01,0
CUST-01815,2025-06-01,2025-06-01,0
CUST-01816,2024-10-01,2024-10-01,0
CUST-01817,2024-02-01,2024-02-01,0
CUST-01818,2024-03-01,2024-03-01,0
CUST-01820,2025-04-01,2025-04-01,0
CUST-01821,2025-06-01,2025-06-01,0
CUST-01824,2024-08-01,2024-08-01,0
CUST-01824,2024-08-01,2025-05-01,9
CUST-01828,2024-04-01,2024-04-01,0
CUST-01830,2025-03-01,2025-03-01,0
CUST-01835,2025-02-01,2025-02-01,0
CUST-01837,2025-07-01,2025-07-01,0
CUST-01839,2025-02-01,2025-02-01,0
CUST-01839,2025-02-01,2025-05-01,3
CUST-01840,2024-10-01,2024-10-01,0
CUST-01841,2024-12-01,2024-12-01,0
CUST-01849,2024-06-01,2024-06-01,0
CUST-01850,2024-11-01,2024-11-01,0
CUST-01851,2025-05-01,2025-05-01,0
CUST-01852,2024-09-01,2024-09-01,0
CUST-01855,2024-04-01,2024-04-01,0
CUST-01856,2024-05-01,2024-05-01,0
CUST-01859,2024-10-01,2024-10-01,0
CUST-01861,2024-12-01,2024-12-01,0
CUST-01861,2024-12-01,2025-07-01,7
CUST-01862,2025-08-01,2025-08-01,0
CUST-01865,2025-05-01,2025-05-01,0
CUST-01867,2025-04-01,2025-04-01,0
CUST-01868,2024-02-01,2024-02-01,0
CUST-01869,2025-02-01,2025-02-01,0
CUST-01869,2025-02-01,2025-07-01,5
CUST-01870,2025-01-01,2025-01-01,0
CUST-01871,2025-09-01,2025-09-01,0
CUST-01873,2024-12-01,2024-12-01,0
CUST-01879,2024-07-01,2024-07-01,0
CUST-01880,2024-11-01,2024-11-01,0
CUST-01881,2024-10-01,2024-10-01,0
CUST-01882,2025-03-01,2025-03-01,0
CUST-01883,2025-02-01,2025-02-01,0
CUST-01883,2025-02-01,2025-07-01,5
CUST-01884,2025-02-01,2025-02-01,0
CUST-01885,2025-03-01,2025-03-01,0
CUST-01885,2025-03-01,2025-08-01,5
CUST-01886,2024-11-01,2024-11-01,0
CUST-01889,2024-03-01,2024-03-01,0
CUST-01892,2024-11-01,2024-11-01,0
CUST-01896,2025-07-01,2025-07-01,0
CUST-01899,2024-06-01,2024-06-01,0
CUST-01900,2024-04-01,2024-04-01,0
CUST-01903,2024-03-01,2024-03-01,0
CUST-01905,2025-04-01,2025-04-01,0
CUST-01905,2025-04-01,2025-08-01,4
CUST-01909,2024-06-01,2024-06-01,0
CUST-01910,2024-07-01,2024-07-01,0
CUST-01910,2024-07-01,2025-02-01,7
CUST-01911,2025-07-01,2025-07-01,0
CUST-01913,2024-05-01,2024-05-01,0
CUST-01917,2024-06-01,2024-06-01,0
CUST-01920,2025-05-01,2025-05-01,0
CUST-01922,2025-09-01,2025-09-01,0
CUST-01924,2024-07-01,2024-07-01,0
CUST-01925,2025-05-01,2025-05-01,0
CUST-01926,2024-12-01,2024-12-01,0
CUST-01928,2024-09-01,2024-09-01,0
CUST-01928,2024-09-01,2025-07-01,10
CUST-01930,2025-10-01,2025-10-01,0
CUST-01933,2024-04-01,2024-04-01,0
CUST-01933,2024-04-01,2024-12-01,8
CUST-01938,2025-07-01,2025-07-01,0
CUST-01940,2025-02-01,2025-02-01,0
CUST-01943,2025-03-01,2025-03-01,0
CUST-01944,2024-11-01,2024-11-01,0
CUST-01946,2025-10-01,2025-10-01,0
CUST-01949,2024-06-01,2024-06-01,0
CUST-01950,2024-07-01,2024-07-01,0
CUST-01954,2025-02-01,2025-02-01,0
CUST-01956,2024-08-01,2024-08-01,0
CUST-01956,2024-08-01,2025-01-01,5
CUST-01961,2025-04-01,2025-04-01,0
CUST-01963,2025-08-01,2025-08-01,0
CUST-01967,2024-08-01,2024-08-01,0
CUST-01968,2025-05-01,2025-05-01,0
CUST-01969,2024-11-01,2024-11-01,0
CUST-01974,2024-05-01,2024-05-01,0
CUST-01975,2024-04-01,2024-04-01,0
CUST-01977,2024-11-01,2024-11-01,0
CUST-01980,2025-05-01,2025-05-01,0
CUST-01980,2025-05-01,2025-07-01,2
CUST-01981,2024-11-01,2024-11-01,0
CUST-01983,2025-06-01,2025-06-01,0
CUST-01988,2024-01-01,2024-01-01,0
CUST-01993,2024-03-01,2024-03-01,0
CUST-01994,2024-05-01,2024-05-01,0
CUST-01994,2024-05-01,2024-10-01,5
CUST-01997,2025-09-01,2025-09-01,0
CUST-01999,2025-06-01,2025-06-01,0
CUST-02001,2025-01-01,2025-01-01,0
CUST-02002,2024-04-01,2024-04-01,0
CUST-02002,2024-04-01,2024-08-01,4
CUST-02003,2025-08-01,2025-08-01,0
CUST-02004,2025-06-01,2025-06-01,0
CUST-02005,2025-03-01,2025-03-01,0
CUST-02007,2024-05-01,2024-05-01,0
CUST-02008,2025-10-01,2025-10-01,0
CUST-02009,2025-05-01,2025-05-01,0
CUST-02014,2025-04-01,2025-04-01,0
CUST-02016,2024-04-01,2024-04-01,0
CUST-02017,2025-06-01,2025-06-01,0
CUST-02018,2025-07-01,2025-07-01,0
CUST-02019,2025-01-01,2025-01-01,0
CUST-02023,2025-11-01,2025-11-01,0
CUST-02028,2024-02-01,2024-02-01,0
CUST-02035,2025-04-01,2025-04-01,0
CUST-02040,2025-09-01,2025-09-01,0
CUST-02041,2024-06-01,2024-06-01,0
CUST-02042,2024-04-01,2024-04-01,0
CUST-02043,2025-09-01,2025-09-01,0
CUST-02045,2024-04-01,2024-04-01,0
CUST-02045,2024-04-01,2024-11-01,7
CUST-02046,2025-08-01,2025-08-01,0
CUST-02048,2024-06-01,2024-06-01,0
CUST-02048,2024-06-01,2025-02-01,8
CUST-02049,2025-02-01,2025-02-01,0
CUST-02049,2025-02-01,2025-06-01,4
CUST-02050,2024-05-01,2024-05-01,0
CUST-02051,2024-06-01,2024-06-01,0
CUST-02052,2024-02-01,2024-02-01,0
CUST-02057,2025-03-01,2025-03-01,0
CUST-02058,2024-09-01,2024-09-01,0
CUST-02060,2025-10-01,2025-10-01,0
CUST-02061,2024-04-01,2024-04-01,0
CUST-02062,2025-05-01,2025-05-01,0
CUST-02064,2025-05-01,2025-05-01,0
CUST-02066,2024-04-01,2024-04-01,0
CUST-02066,2024-04-01,2024-10-01,6
CUST-02067,2025-04-01,2025-04-01,0
CUST-02068,2024-07-01,2024-07-01,0
CUST-02069,2025-04-01,2025-04-01,0
CUST-02072,2025-08-01,2025-08-01,0
CUST-02074,2024-10-01,2024-10-01,0
CUST-02074,2024-10-01,2025-04-01,6
CUST-02075,2024-06-01,2024-06-01,0
CUST-02076,2024-06-01,2024-06-01,0
CUST-02079,2024-08-01,2024-08-01,0
CUST-02081,2025-11-01,2025-11-01,0
CUST-02082,2025-09-01,2025-09-01,0
CUST-02085,2025-09-01,2025-09-01,0
CUST-02092,2025-01-01,2025-01-01,0
CUST-02093,2025-05-01,2025-05-01,0
CUST-02093,2025-05-01,2025-08-01,3
CUST-02094,2024-10-01,2024-10-01,0
CUST-02096,2025-07-01,2025-07-01,0
CUST-02098,2024-09-01,2024-09-01,0
CUST-02098,2024-09-01,2025-05-01,8
CUST-02102,2025-09-01,2025-09-01,0
CUST-02104,2024-02-01,2024-02-01,0
CUST-02104,2024-02-01,2024-09-01,7
CUST-02106,2024-11-01,2024-11-01,0
CUST-02107,2024-08-01,2024-08-01,0
CUST-02108,2024-07-01,2024-07-01,0
CUST-02109,2024-03-01,2024-03-01,0
CUST-02111,2025-03-01,2025-03-01,0
CUST-02114,2025-03-01,2025-03-01,0
CUST-02115,2025-09-01,2025-09-01,0
CUST-02123,2025-01-01,2025-01-01,0
CUST-02128,2024-12-01,2024-12-01,0
CUST-02131,2024-07-01,2024-07-01,0
CUST-02131,2024-07-01,2025-02-01,7
CUST-02134,2024-08-01,2024-08-01,0
CUST-02135,2024-08-01,2024-08-01,0
CUST-02136,2025-08-01,2025-08-01,0
CUST-02139,2025-02-01,2025-02-01,0
CUST-02140,2024-05-01,2024-05-01,0
CUST-02141,2025-07-01,2025-07-01,0
CUST-02142,2024-11-01,2024-11-01,0
CUST-02142,2024-11-01,2025-06-01,7
CUST-02143,2025-09-01,2025-09-01,0
CUST-02144,2024-11-01,2024-11-01,0
CUST-02146,2024-03-01,2024-03-01,0
CUST-02148,2025-01-01,2025-01-01,0
CUST-02149,2024-08-01,2024-08-01,0
CUST-02150,2025-04-01,2025-04-01,0
CUST-02152,2024-10-01,2024-10-01,0
CUST-02152,2024-10-01,2025-01-01,3
CUST-02156,2024-11-01,2024-11-01,0
CUST-02156,2024-11-01,2025-03-01,4
CUST-02157,2024-12-01,2024-12-01,0
CUST-02158,2024-05-01,2024-05-01,0
CUST-02161,2024-07-01,2024-07-01,0
CUST-02161,2024-07-01,2024-09-01,2
CUST-02162,2024-05-01,2024-05-01,0
CUST-02166,2025-10-01,2025-10-01,0
CUST-02168,2025-01-01,2025-01-01,0
CUST-02170,2024-11-01,2024-11-01,0
CUST-02171,2025-08-01,2025-08-01,0
CUST-02173,2025-07-01,2025-07-01,0
CUST-02175,2025-02-01,2025-02-01,0
CUST-02179,2024-09-01,2024-09-01,0
CUST-02183,2025-01-01,2025-01-01,0
CUST-02183,2025-01-01,2025-07-01,6
CUST-02184,2025-08-01,2025-08-01,0
CUST-02186,2024-06-01,2024-06-01,0
CUST-02189,2024-07-01,2024-07-01,0
CUST-02193,2024-08-01,2024-08-01,0
CUST-02194,2024-12-01,2024-12-01,0
CUST-02196,2024-11-01,2024-11-01,0
CUST-02197,2025-09-01,2025-09-01,0
CUST-02199,2025-08-01,2025-08-01,0
CUST-02202,2024-10-01,2024-10-01,0
CUST-02202,2024-10-01,2025-04-01,6
CUST-02204,2025-03-01,2025-03-01,0
CUST-02207,2025-07-01,2025-07-01,0
CUST-02208,2025-04-01,2025-04-01,0
CUST-02210,2024-08-01,2024-08-01,0
CUST-02212,2024-04-01,2024-04-01,0
CUST-02213,2024-10-01,2024-10-01,0
CUST-02217,2024-04-01,2024-04-01,0
CUST-02219,2025-06-01,2025-06-01,0
CUST-02223,2024-09-01,2024-09-01,0
CUST-02223,2024-09-01,2025-03-01,6
CUST-02224,2025-05-01,2025-05-01,0
CUST-02228,2025-06-01,2025-06-01,0
CUST-02229,2024-04-01,2024-04-01,0
CUST-02233,2025-05-01,2025-05-01,0
CUST-02234,2024-08-01,2024-08-01,0
CUST-02236,2025-03-01,2025-03-01,0
CUST-02240,2024-08-01,2024-08-01,0
CUST-02240,2024-08-01,2024-11-01,3
CUST-02241,2024-05-01,2024-05-01,0
CUST-02241,2024-05-01,2024-10-01,5
CUST-02242,2025-08-01,2025-08-01,0
CUST-02243,2024-03-01,2024-03-01,0
CUST-02243,2024-03-01,2024-08-01,5
CUST-02245,2025-03-01,2025-03-01,0
CUST-02247,2024-12-01,2024-12-01,0
CUST-02248,2024-10-01,2024-10-01,0
CUST-02249,2024-06-01,2024-06-01,0
CUST-02253,2024-06-01,2024-06-01,0
CUST-02258,2024-11-01,2024-11-01,0
CUST-02260,2024-04-01,2024-04-01,0
CUST-02263,2025-02-01,2025-02-01,0
CUST-02264,2024-02-01,2024-02-01,0
CUST-02266,2025-02-01,2025-02-01,0
CUST-02266,2025-02-01,2025-07-01,5
CUST-02267,2025-05-01,2025-05-01,0
CUST-02271,2024-12-01,2024-12-01,0
CUST-02275,2025-04-01,2025-04-01,0
CUST-02277,2024-03-01,2024-03-01,0
CUST-02278,2025-04-01,2025-04-01,0
CUST-02280,2025-08-01,2025-08-01,0
CUST-02281,2024-09-01,2024-09-01,0
CUST-02284,2024-07-01,2024-07-01,0
CUST-02286,2024-04-01,2024-04-01,0
CUST-02287,2024-07-01,2024-07-01,0
CUST-02291,2024-02-01,2024-02-01,0
CUST-02292,2024-07-01,2024-07-01,0
CUST-02293,2025-03-01,2025-03-01,0
CUST-02301,2025-02-01,2025-02-01,0
CUST-02302,2025-08-01,2025-08-01,0
CUST-02307,2024-06-01,2024-06-01,0
CUST-02313,2025-03-01,2025-03-01,0
CUST-02314,2024-10-01,2024-10-01,0
CUST-02316,2024-12-01,2024-12-01,0
CUST-02318,2024-05-01,2024-05-01,0
CUST-02318,2024-05-01,2024-07-01,2
CUST-02319,2024-08-01,2024-08-01,0
CUST-02323,2025-03-01,2025-03-01,0
CUST-02326,2024-03-01,2024-03-01,0
CUST-02326,2024-03-01,2024-12-01,9
CUST-02330,2024-01-01,2024-01-01,0
CUST-02331,2025-08-01,2025-08-01,0
CUST-02334,2024-05-01,2024-05-01,0
CUST-02335,2024-03-01,2024-03-01,0
CUST-02335,2024-03-01,2024-10-01,7
CUST-02336,2025-06-01,2025-06-01,0
CUST-02338,2024-07-01,2024-07-01,0
CUST-02339,2025-06-01,2025-06-01,0
CUST-02341,2024-03-01,2024-03-01,0
CUST-02342,2024-04-01,2024-04-01,0
CUST-02343,2024-06-01,2024-06-01,0
CUST-02344,2024-04-01,2024-04-01,0
CUST-02345,2024-08-01,2024-08-01,0
CUST-02345,2024-08-01,2024-11-01,3
