event_id,customer_id,event_type,event_date,sku_collection,channel,amount
bc796b85,CUST-00237,visualizer_use,2025-03-22,Glass - Midnight,architect_referral,
9f92275e,CUST-00238,site_visit,2025-03-16,,architect_referral,
c144f0d1,CUST-00238,sample_request,2025-03-30,Glass - Midnight,architect_referral,
e63285a9,CUST-00238,sample_request,2025-04-13,Thin Brick - Weathered White,architect_referral,
82365869,CUST-00238,purchase,2025-04-14,Natural Press - Sable,architect_referral,1790.78
c9596fa0,CUST-00239,site_visit,2025-08-07,,trade_show,
615d0163,CUST-00239,sample_request,2025-08-16,Original Ceramic - Sage,trade_show,
6c918769,CUST-00239,project_upload,2025-09-05,,trade_show,
6a49a98d,CUST-00240,site_visit,2024-11-03,,direct,
92ab1056,CUST-00240,sample_request,2024-11-16,Glass - Seaglass,direct,
39f8d09a,CUST-00241,site_visit,2024-11-08,,trade_show,
91f13a6d,CUST-00241,sample_request,2024-11-22,Thin Brick - Weathered White,trade_show,
ba79502e,CUST-00241,purchase,2024-12-20,Thin Brick - Weathered White,trade_show,4164.57
3e6fdeee,CUST-00241,repeat_purchase,2025-05-31,Thin Brick - Terracotta,trade_show,10933.18
f4e59600,CUST-00242,site_visit,2025-02-08,,organic_search,
09763695,CUST-00242,visualizer_use,2025-02-14,Natural Press - Fog,organic_search,
130c7ed0,CUST-00242,sample_request,2025-02-18,Original Ceramic - Sage,organic_search,
b94a9d60,CUST-00242,purchase,2025-03-19,Original Ceramic - Aegean,organic_search,1231.43
3475c0ae,CUST-00243,site_visit,2025-03-27,,trade_show,
36219fca,CUST-00243,visualizer_use,2025-03-27,Natural Press - Oatmeal,trade_show,
8e02541b,CUST-00244,site_visit,2024-11-08,,direct,
f4331817,CUST-00245,site_visit,2024-01-19,,email_capture,
c216fb47,CUST-00245,visualizer_use,2024-01-28,Natural Press - Sable,email_capture,
f990e0e7,CUST-00245,sample_request,2024-01-30,Original Ceramic - Aegean,email_capture,
243e9cb8,CUST-00246,site_visit,2024-08-24,,trade_show,
1119a638,CUST-00246,visualizer_use,2024-08-31,Glass - Champagne,trade_show,
fe106e63,CUST-00246,purchase,2024-09-15,Natural Press - Sable,trade_show,24150.03
0d11be55,CUST-00246,repeat_purchase,2025-02-10,Natural Press - Fog,trade_show,14254.47
58042703,CUST-00247,site_visit,2025-05-28,,email_capture,
311027dd,CUST-00247,sample_request,2025-06-14,Natural Press - Sable,email_capture,
1b4eea23,CUST-00247,purchase,2025-08-06,Thin Brick - Charcoal,email_capture,935.09
36b82094,CUST-00248,site_visit,2024-05-21,,organic_search,
16006acd,CUST-00248,sample_request,2024-05-25,Glass - Seaglass,organic_search,
df90557e,CUST-00248,sample_request,2024-06-17,Original Ceramic - Clamshell,organic_search,
0c8317f0,CUST-00248,purchase,2024-07-06,Thin Brick - Terracotta,organic_search,1146.15
6ecdd26a,CUST-00249,site_visit,2025-02-27,,direct,
936c065b,CUST-00250,site_visit,2024-08-25,,paid_social,
db1301f8,CUST-00250,sample_request,2024-09-14,Natural Press - Fog,paid_social,
0d45f10d,CUST-00250,purchase,2024-10-05,Original Ceramic - Aegean,paid_social,445.12
09e369be,CUST-00250,repeat_purchase,2025-05-24,Natural Press - Oatmeal,paid_social,1584.72
70e9d25c,CUST-00251,site_visit,2024-11-28,,trade_show,
2d7fef3f,CUST-00251,sample_request,2024-12-16,Thin Brick - Weathered White,trade_show,
5383de8f,CUST-00251,project_upload,2024-12-29,,trade_show,
98310f40,CUST-00252,site_visit,2025-06-12,,showroom_walkin,
36bc493c,CUST-00252,visualizer_use,2025-06-14,Glass - Seaglass,showroom_walkin,
52b72107,CUST-00252,sample_request,2025-06-13,Thin Brick - Terracotta,showroom_walkin,
1149d260,CUST-00252,purchase,2025-08-05,Original Ceramic - Clamshell,showroom_walkin,1100.92
7dc6303e,CUST-00253,site_visit,2024-07-25,,direct,
97db01ce,CUST-00253,visualizer_use,2024-07-26,Original Ceramic - Sage,direct,
ddd6c59c,CUST-00253,sample_request,2024-08-02,Thin Brick - Charcoal,direct,
0d4e2e2b,CUST-00254,site_visit,2024-06-23,,organic_search,
ce4368f1,CUST-00254,visualizer_use,2024-06-23,Glass - Seaglass,organic_search,
47842c91,CUST-00254,sample_request,2024-07-05,Glass - Midnight,organic_search,
b9552443,CUST-00255,site_visit,2025-07-10,,direct,
61b29345,CUST-00255,sample_request,2025-07-29,Thin Brick - Weathered White,direct,
b37c4f79,CUST-00255,sample_request,2025-08-23,Glass - Champagne,direct,
b7d8b9b4,CUST-00256,site_visit,2024-12-23,,organic_search,
6f3f346a,CUST-00256,visualizer_use,2024-12-24,Original Ceramic - Aegean,organic_search,
6b4aac11,CUST-00256,sample_request,2024-12-26,Original Ceramic - Clamshell,organic_search,
eba1ad54,CUST-00257,site_visit,2024-02-06,,referral,
e70f68ce,CUST-00257,purchase,2024-03-14,Thin Brick - Terracotta,referral,588.36
21a09886,CUST-00258,site_visit,2025-06-25,,organic_search,
6d71fad9,CUST-00258,visualizer_use,2025-07-04,Natural Press - Fog,organic_search,
aa91a12d,CUST-00258,sample_request,2025-07-05,Thin Brick - Weathered White,organic_search,
cc3aea5d,CUST-00258,purchase,2025-08-21,Original Ceramic - Clamshell,organic_search,1096.84
0eef6b83,CUST-00259,site_visit,2025-02-28,,organic_search,
afc620f2,CUST-00259,sample_request,2025-03-08,Original Ceramic - Sage,organic_search,
b3ddbc8f,CUST-00259,sample_request,2025-03-13,Original Ceramic - Sage,organic_search,
40b70f5d,CUST-00259,purchase,2025-04-05,Thin Brick - Weathered White,organic_search,954.47
bb653e50,CUST-00259,repeat_purchase,2025-08-27,Thin Brick - Charcoal,organic_search,1383.97
e33fc962,CUST-00260,site_visit,2024-05-19,,organic_search,
f68710e9,CUST-00261,site_visit,2025-08-01,,referral,
ed22c71d,CUST-00261,purchase,2025-08-17,Original Ceramic - Aegean,referral,792.64
25a19569,CUST-00262,site_visit,2024-11-11,,organic_search,
58991509,CUST-00263,site_visit,2025-01-18,,organic_search,
6dea4c57,CUST-00263,sample_request,2025-01-24,Natural Press - Fog,organic_search,
c38b7e14,CUST-00264,site_visit,2024-05-15,,trade_show,
e5e5f759,CUST-00265,site_visit,2024-02-17,,paid_social,
e66494c9,CUST-00265,visualizer_use,2024-02-20,Natural Press - Fog,paid_social,
127fef19,CUST-00265,sample_request,2024-02-22,Natural Press - Sable,paid_social,
3765ce41,CUST-00265,purchase,2024-03-10,Original Ceramic - Aegean,paid_social,783.09
79da6eb8,CUST-00265,repeat_purchase,2024-09-24,Natural Press - Fog,paid_social,755.41
d2798ad6,CUST-00266,site_visit,2024-12-12,,paid_social,
4e0be058,CUST-00266,visualizer_use,2024-12-12,Original Ceramic - Sage,paid_social,
129e4d82,CUST-00266,sample_request,2024-12-15,Thin Brick - Terracotta,paid_social,
3d987aa4,CUST-00267,site_visit,2025-06-30,,trade_show,
05574e53,CUST-00268,site_visit,2025-04-21,,showroom_walkin,
3c64f80c,CUST-00268,sample_request,2025-05-12,Natural Press - Fog,showroom_walkin,
52c27ac0,CUST-00268,purchase,2025-06-18,Glass - Midnight,showroom_walkin,558.04
046a1040,CUST-00269,site_visit,2024-04-19,,organic_search,
a17486f0,CUST-00269,sample_request,2024-04-26,Glass - Champagne,organic_search,
3746b6ef,CUST-00269,sample_request,2024-05-07,Thin Brick - Terracotta,organic_search,
83426250,CUST-00269,purchase,2024-06-22,Thin Brick - Weathered White,organic_search,1772.29
d222012a,CUST-00270,site_visit,2025-08-10,,email_capture,
0d5fd9f9,CUST-00270,sample_request,2025-08-22,Original Ceramic - Sage,email_capture,
2ddfe6f2,CUST-00271,site_visit,2024-04-02,,showroom_walkin,
37901fcf,CUST-00271,visualizer_use,2024-04-04,Thin Brick - Charcoal,showroom_walkin,
428cfeb6,CUST-00271,sample_request,2024-04-11,Natural Press - Sable,showroom_walkin,
444107fa,CUST-00271,sample_request,2024-05-07,Natural Press - Fog,showroom_walkin,
62f9cff1,CUST-00271,purchase,2024-06-07,Natural Press - Sable,showroom_walkin,1678.49
5716ae3a,CUST-00272,site_visit,2025-06-06,,architect_referral,
c802f687,CUST-00273,site_visit,2024-08-28,,direct,
df5336b0,CUST-00273,visualizer_use,2024-08-30,Glass - Midnight,direct,
56cc45b4,CUST-00273,sample_request,2024-09-06,Glass - Seaglass,direct,
ffee4c60,CUST-00273,project_upload,2024-10-13,,direct,
0e66c6db,CUST-00273,purchase,2024-09-22,Glass - Midnight,direct,19367.87
43ec6f38,CUST-00273,repeat_purchase,2024-12-26,Glass - Seaglass,direct,13488.82
2b0e44b8,CUST-00274,site_visit,2025-03-11,,trade_show,
90410089,CUST-00274,visualizer_use,2025-03-18,Thin Brick - Terracotta,trade_show,
b71037e3,CUST-00274,sample_request,2025-03-20,Natural Press - Sable,trade_show,
20668bd2,CUST-00275,site_visit,2025-06-23,,organic_search,
8894627f,CUST-00276,site_visit,2024-12-17,,trade_show,
4ed3b93f,CUST-00276,sample_request,2024-12-26,Natural Press - Sable,trade_show,
d3dfd59d,CUST-00276,purchase,2025-02-21,Original Ceramic - Aegean,trade_show,1189.19
c4df8245,CUST-00277,site_visit,2024-01-28,,showroom_walkin,
3e091155,CUST-00277,visualizer_use,2024-02-06,Natural Press - Sable,showroom_walkin,
c5e710df,CUST-00277,sample_request,2024-02-02,Original Ceramic - Aegean,showroom_walkin,
df3adc3b,CUST-00278,site_visit,2025-05-11,,showroom_walkin,
a3dcaa86,CUST-00278,visualizer_use,2025-05-13,Glass - Midnight,showroom_walkin,
fd54bec6,CUST-00278,sample_request,2025-05-18,Glass - Seaglass,showroom_walkin,
79fff02d,CUST-00278,purchase,2025-07-10,Original Ceramic - Aegean,showroom_walkin,1578.57
c9831865,CUST-00279,site_visit,2025-06-29,,paid_social,
e040860c,CUST-00279,sample_request,2025-07-13,Glass - Seaglass,paid_social,
bc76385f,CUST-00279,purchase,2025-08-23,Glass - Seaglass,paid_social,1292.39
f80509ab,CUST-00280,site_visit,2025-04-17,,referral,
b0cd882b,CUST-00280,sample_request,2025-05-04,Original Ceramic - Aegean,referral,
aaec814a,CUST-00280,sample_request,2025-05-12,Glass - Champagne,referral,
d66c3778,CUST-00280,purchase,2025-06-08,Thin Brick - Terracotta,referral,892.12
c406dfdf,CUST-00280,repeat_purchase,2025-08-30,Thin Brick - Weathered White,referral,373.95
6f38e553,CUST-00281,site_visit,2024-05-04,,direct,
1a36fb74,CUST-00282,site_visit,2024-03-18,,paid_social,
9ff4f768,CUST-00282,sample_request,2024-03-23,Original Ceramic - Sage,paid_social,
b7097e8d,CUST-00283,site_visit,2024-07-24,,paid_social,
48ae3eeb,CUST-00283,sample_request,2024-07-27,Glass - Midnight,paid_social,
dacd8e96,CUST-00283,sample_request,2024-08-19,Thin Brick - Terracotta,paid_social,
ad955de0,CUST-00283,purchase,2024-08-31,Glass - Midnight,paid_social,426.27
1d2d025b,CUST-00284,site_visit,2025-02-04,,showroom_walkin,
e7519da8,CUST-00285,site_visit,2025-01-28,,organic_search,
6f18eab7,CUST-00285,visualizer_use,2025-01-28,Thin Brick - Charcoal,organic_search,
6568f8e3,CUST-00286,site_visit,2024-10-23,,paid_social,
90e5f4fb,CUST-00287,site_visit,2025-03-24,,organic_search,
03dd1893,CUST-00287,sample_request,2025-04-10,Thin Brick - Charcoal,organic_search,
22baa631,CUST-00287,purchase,2025-04-18,Original Ceramic - Aegean,organic_search,451.86
fc016f97,CUST-00288,site_visit,2024-03-14,,referral,
1cd5ba9a,CUST-00288,sample_request,2024-04-03,Original Ceramic - Clamshell,referral,
e26fb84b,CUST-00289,site_visit,2024-04-18,,architect_referral,
d640d2be,CUST-00290,site_visit,2025-08-12,,referral,
b786bd9c,CUST-00290,sample_request,2025-08-15,Natural Press - Sable,referral,
bdf78659,CUST-00290,purchase,2025-09-19,Thin Brick - Weathered White,referral,741.1
674c4913,CUST-00291,site_visit,2025-05-13,,organic_search,
75904400,CUST-00292,site_visit,2024-10-04,,organic_search,
c7cdb8cb,CUST-00293,site_visit,2024-11-04,,direct,
be49d09b,CUST-00293,sample_request,2024-11-21,Glass - Champagne,direct,
ace87d04,CUST-00293,purchase,2024-12-10,Original Ceramic - Clamshell,direct,557.75
f09896c8,CUST-00294,site_visit,2024-08-02,,paid_social,
bb3943ed,CUST-00294,visualizer_use,2024-08-02,Glass - Champagne,paid_social,
a0eea6d7,CUST-00294,sample_request,2024-08-15,Original Ceramic - Aegean,paid_social,
85fdb675,CUST-00295,site_visit,2024-08-23,,direct,
e241797b,CUST-00295,visualizer_use,2024-08-26,Original Ceramic - Sage,direct,
99b1b862,CUST-00295,sample_request,2024-08-31,Original Ceramic - Aegean,direct,
9eac8ee4,CUST-00295,purchase,2024-10-01,Glass - Midnight,direct,922.88
1b34681f,CUST-00296,site_visit,2025-04-21,,organic_search,
03bb5a9f,CUST-00296,visualizer_use,2025-05-01,Thin Brick - Weathered White,organic_search,
b2dab90b,CUST-00297,site_visit,2024-08-09,,trade_show,
16e717c7,CUST-00297,visualizer_use,2024-08-15,Thin Brick - Weathered White,trade_show,
c8dec986,CUST-00297,sample_request,2024-08-19,Original Ceramic - Clamshell,trade_show,
ff9a2c33,CUST-00297,project_upload,2024-09-13,,trade_show,
07487b59,CUST-00297,purchase,2024-09-25,Thin Brick - Terracotta,trade_show,21471.25
d95faecb,CUST-00297,repeat_purchase,2025-04-15,Thin Brick - Terracotta,trade_show,15506.03
59f0eb00,CUST-00298,site_visit,2024-10-29,,referral,
667e079f,CUST-00298,purchase,2024-12-04,Original Ceramic - Clamshell,referral,13237.5
25cdc295,CUST-00299,site_visit,2024-03-13,,referral,
0d90cfa0,CUST-00299,visualizer_use,2024-03-22,Glass - Champagne,referral,
f79a561f,CUST-00299,sample_request,2024-03-17,Thin Brick - Charcoal,referral,
b27f212c,CUST-00299,purchase,2024-05-06,Original Ceramic - Aegean,referral,909.59
8681c1b0,CUST-00300,site_visit,2024-03-09,,referral,
8d42566f,CUST-00300,visualizer_use,2024-03-16,Thin Brick - Terracotta,referral,
e73e9f75,CUST-00301,site_visit,2024-09-30,,paid_social,
2310dc58,CUST-00301,sample_request,2024-10-03,Glass - Midnight,paid_social,
7ca88b31,CUST-00301,purchase,2024-11-18,Thin Brick - Charcoal,paid_social,915.4
2eb1e495,CUST-00302,site_visit,2024-07-02,,paid_social,
d0ae37e5,CUST-00302,visualizer_use,2024-07-04,Natural Press - Oatmeal,paid_social,
74d2398e,CUST-00302,sample_request,2024-07-13,Original Ceramic - Aegean,paid_social,
03858bad,CUST-00302,purchase,2024-08-11,Thin Brick - Terracotta,paid_social,988.18
fe337cc6,CUST-00302,repeat_purchase,2025-05-21,Glass - Champagne,paid_social,1342.59
a76430fa,CUST-00303,site_visit,2024-11-30,,paid_social,
e50c700b,CUST-00303,visualizer_use,2024-12-02,Natural Press - Sable,paid_social,
a21a59d2,CUST-00303,sample_request,2024-12-05,Natural Press - Oatmeal,paid_social,
492b8b71,CUST-00303,purchase,2025-01-03,Original Ceramic - Clamshell,paid_social,798.13
35a491b6,CUST-00304,site_visit,2024-11-20,,organic_search,
c6dc9408,CUST-00304,visualizer_use,2024-11-25,Natural Press - Fog,organic_search,
6ca86b4a,CUST-00304,sample_request,2024-11-28,Glass - Champagne,organic_search,
9c2811af,CUST-00304,sample_request,2024-12-03,Glass - Seaglass,organic_search,
fabd5a15,CUST-00305,site_visit,2025-07-13,,organic_search,
b4b25cf2,CUST-00306,site_visit,2025-03-28,,referral,
d09ce170,CUST-00306,sample_request,2025-04-09,Thin Brick - Weathered White,referral,
e19c2feb,CUST-00306,sample_request,2025-04-15,Thin Brick - Weathered White,referral,
262a6286,CUST-00306,purchase,2025-05-23,Natural Press - Sable,referral,1137.01
c4b3c5d4,CUST-00307,site_visit,2025-02-07,,direct,
f0987957,CUST-00307,sample_request,2025-02-18,Natural Press - Fog,direct,
4b195dc5,CUST-00307,project_upload,2025-03-28,,direct,
26fb2d98,CUST-00307,purchase,2025-03-07,Glass - Seaglass,direct,21375.01
318023f9,CUST-00308,site_visit,2025-06-21,,paid_social,
880611a4,CUST-00309,site_visit,2024-05-20,,architect_referral,
bcc9848c,CUST-00310,site_visit,2024-01-28,,referral,
b1b4e46a,CUST-00310,visualizer_use,2024-02-07,Natural Press - Sable,referral,
73752429,CUST-00310,sample_request,2024-02-05,Thin Brick - Terracotta,referral,
0454ec6a,CUST-00310,purchase,2024-02-16,Natural Press - Fog,referral,1238.45
7b4787b6,CUST-00311,site_visit,2024-05-02,,showroom_walkin,
86c0f5ae,CUST-00311,visualizer_use,2024-05-07,Glass - Midnight,showroom_walkin,
bd7d215f,CUST-00311,purchase,2024-05-19,Natural Press - Fog,showroom_walkin,474.04
497d1e46,CUST-00312,site_visit,2024-07-17,,organic_search,
9202b019,CUST-00312,visualizer_use,2024-07-27,Natural Press - Sable,organic_search,
27698842,CUST-00312,sample_request,2024-07-29,Thin Brick - Terracotta,organic_search,
9b4d0033,CUST-00312,sample_request,2024-08-07,Original Ceramic - Aegean,organic_search,
cd47d7f9,CUST-00312,purchase,2024-08-23,Glass - Midnight,organic_search,922.22
4d0dc656,CUST-00312,repeat_purchase,2024-12-16,Natural Press - Oatmeal,organic_search,500.92
51f3f990,CUST-00313,site_visit,2025-06-22,,trade_show,
7768e5f5,CUST-00313,sample_request,2025-07-01,Thin Brick - Terracotta,trade_show,
05f4cc66,CUST-00314,site_visit,2024-05-11,,organic_search,
5ebfc96d,CUST-00314,purchase,2024-05-19,Glass - Seaglass,organic_search,1484.57
55889c91,CUST-00315,site_visit,2024-09-16,,organic_search,
54f3ee24,CUST-00315,sample_request,2024-09-22,Original Ceramic - Clamshell,organic_search,
537d6dc1,CUST-00315,sample_request,2024-10-20,Natural Press - Sable,organic_search,
673856b1,CUST-00316,site_visit,2025-06-01,,trade_show,
cb4e9855,CUST-00316,sample_request,2025-06-04,Natural Press - Oatmeal,trade_show,
b50e4c10,CUST-00317,site_visit,2024-08-07,,paid_social,
c253578a,CUST-00317,visualizer_use,2024-08-09,Glass - Midnight,paid_social,
216ed06e,CUST-00317,sample_request,2024-08-19,Natural Press - Sable,paid_social,
fc0b79e0,CUST-00317,purchase,2024-09-13,Thin Brick - Terracotta,paid_social,1039.72
38528b9d,CUST-00318,site_visit,2024-07-12,,direct,
ce8d74c8,CUST-00318,visualizer_use,2024-07-22,Glass - Midnight,direct,
185e8aa6,CUST-00318,sample_request,2024-07-19,Glass - Midnight,direct,
e592e863,CUST-00318,sample_request,2024-08-05,Glass - Seaglass,direct,
abbc3b9b,CUST-00319,site_visit,2024-07-22,,paid_social,
5d647785,CUST-00319,sample_request,2024-08-09,Thin Brick - Weathered White,paid_social,
03592913,CUST-00319,purchase,2024-09-15,Glass - Seaglass,paid_social,1333.35
601cb6a8,CUST-00319,repeat_purchase,2025-03-10,Natural Press - Sable,paid_social,440.45
1b64db86,CUST-00320,site_visit,2024-01-31,,email_capture,
be68c5aa,CUST-00320,visualizer_use,2024-02-09,Thin Brick - Charcoal,email_capture,
f857e3d7,CUST-00320,sample_request,2024-02-05,Thin Brick - Weathered White,email_capture,
b6d50f13,CUST-00321,site_visit,2024-09-24,,referral,
bb0ce778,CUST-00321,visualizer_use,2024-09-30,Original Ceramic - Sage,referral,
3ca2ab89,CUST-00321,sample_request,2024-09-30,Glass - Seaglass,referral,
7aa653a6,CUST-00321,sample_request,2024-10-26,Natural Press - Sable,referral,
099ca342,CUST-00322,site_visit,2024-04-22,,referral,
2bbd3ab0,CUST-00323,site_visit,2025-01-21,,paid_social,
9e941a4e,CUST-00323,sample_request,2025-02-01,Natural Press - Fog,paid_social,
55ec0ad4,CUST-00324,site_visit,2024-09-07,,paid_social,
caf8613f,CUST-00324,sample_request,2024-09-12,Original Ceramic - Aegean,paid_social,
a8e0de94,CUST-00324,purchase,2024-10-21,Natural Press - Sable,paid_social,1661.97
ea88d74f,CUST-00324,repeat_purchase,2025-03-11,Glass - Seaglass,paid_social,791.06
7f17e3ca,CUST-00325,site_visit,2024-12-13,,paid_social,
1afc60ad,CUST-00326,site_visit,2024-02-18,,organic_search,
1df00859,CUST-00326,visualizer_use,2024-02-27,Original Ceramic - Sage,organic_search,
161a2c82,CUST-00326,sample_request,2024-02-23,Original Ceramic - Sage,organic_search,
77ce396e,CUST-00326,purchase,2024-03-05,Natural Press - Sable,organic_search,1312.15
60c5dc6b,CUST-00327,site_visit,2025-04-09,,referral,
f6ce0cb6,CUST-00327,sample_request,2025-04-23,Natural Press - Sable,referral,
6e9d7cc8,CUST-00328,site_visit,2025-04-18,,organic_search,
f6c38b31,CUST-00329,site_visit,2024-09-30,,direct,
d76914a8,CUST-00329,visualizer_use,2024-10-03,Original Ceramic - Aegean,direct,
b7722e3f,CUST-00329,sample_request,2024-10-14,Natural Press - Sable,direct,
52f01bf7,CUST-00329,sample_request,2024-11-08,Original Ceramic - Aegean,direct,
fed6b5b6,CUST-00329,purchase,2024-11-07,Natural Press - Sable,direct,591.0
381ef9dd,CUST-00330,site_visit,2024-01-21,,showroom_walkin,
b89eba44,CUST-00330,sample_request,2024-02-01,Thin Brick - Charcoal,showroom_walkin,
a6d27ddd,CUST-00331,site_visit,2025-08-17,,organic_search,
97d042a3,CUST-00331,sample_request,2025-09-04,Thin Brick - Terracotta,organic_search,
8b0e1e97,CUST-00331,sample_request,2025-09-22,Natural Press - Oatmeal,organic_search,
8197547a,CUST-00331,purchase,2025-09-22,Natural Press - Sable,organic_search,699.75
d49a8f37,CUST-00332,site_visit,2024-11-20,,email_capture,
7b4ee6db,CUST-00332,sample_request,2024-12-01,Natural Press - Sable,email_capture,
18dbb4ad,CUST-00333,site_visit,2024-09-16,,trade_show,
b694f64d,CUST-00333,visualizer_use,2024-09-22,Natural Press - Sable,trade_show,
2d23f92b,CUST-00333,sample_request,2024-09-30,Natural Press - Oatmeal,trade_show,
1b2d18b0,CUST-00334,site_visit,2025-05-18,,direct,
9c455d91,CUST-00334,sample_request,2025-05-23,Thin Brick - Terracotta,direct,
92e3a03c,CUST-00335,site_visit,2024-07-07,,organic_search,
6b30488a,CUST-00335,visualizer_use,2024-07-08,Original Ceramic - Sage,organic_search,
892d177b,CUST-00335,sample_request,2024-07-16,Thin Brick - Terracotta,organic_search,
d2af79bb,CUST-00336,site_visit,2024-05-16,,direct,
5d2c6e69,CUST-00336,visualizer_use,2024-05-21,Original Ceramic - Clamshell,direct,
a7501ea1,CUST-00336,sample_request,2024-05-23,Thin Brick - Weathered White,direct,
b8f1337c,CUST-00337,site_visit,2024-06-21,,organic_search,
0b15f212,CUST-00337,purchase,2024-08-12,Glass - Midnight,organic_search,1136.17
14030555,CUST-00338,site_visit,2024-05-13,,paid_social,
e4e631ab,CUST-00338,sample_request,2024-05-26,Original Ceramic - Clamshell,paid_social,
d480ceca,CUST-00338,sample_request,2024-06-14,Natural Press - Oatmeal,paid_social,
ea87768e,CUST-00338,purchase,2024-07-15,Original Ceramic - Sage,paid_social,1306.13
699abd6a,CUST-00339,site_visit,2025-03-09,,architect_referral,
4378b6fb,CUST-00339,visualizer_use,2025-03-14,Thin Brick - Weathered White,architect_referral,
9b73efe5,CUST-00340,site_visit,2025-01-25,,paid_social,
4c2dcd21,CUST-00340,visualizer_use,2025-01-27,Natural Press - Sable,paid_social,
311fbe8c,CUST-00340,sample_request,2025-02-02,Natural Press - Fog,paid_social,
60b51897,CUST-00341,site_visit,2024-10-14,,trade_show,
ae309f90,CUST-00342,site_visit,2024-06-03,,architect_referral,
f94dc0c9,CUST-00342,sample_request,2024-06-17,Glass - Seaglass,architect_referral,
5ac25559,CUST-00343,site_visit,2024-05-06,,direct,
6033b04f,CUST-00344,site_visit,2025-08-07,,organic_search,
1a7edc7e,CUST-00344,visualizer_use,2025-08-17,Thin Brick - Charcoal,organic_search,
83a9ec66,CUST-00344,sample_request,2025-08-13,Thin Brick - Weathered White,organic_search,
04583ea4,CUST-00344,project_upload,2025-09-06,,organic_search,
20df1bd1,CUST-00344,purchase,2025-09-06,Original Ceramic - Aegean,organic_search,16342.06
2a8dcadb,CUST-00345,site_visit,2025-08-05,,email_capture,
943e9f18,CUST-00345,sample_request,2025-08-17,Natural Press - Sable,email_capture,
db2eaddb,CUST-00345,project_upload,2025-09-23,,email_capture,
7e49e57f,CUST-00345,purchase,2025-10-11,Original Ceramic - Clamshell,email_capture,24915.49
954b814e,CUST-00346,site_visit,2024-05-14,,showroom_walkin,
22b12fbb,CUST-00346,sample_request,2024-06-01,Thin Brick - Weathered White,showroom_walkin,
84e91e3c,CUST-00347,site_visit,2024-08-17,,email_capture,
f9b9b8d5,CUST-00347,sample_request,2024-09-01,Natural Press - Sable,email_capture,
866b7543,CUST-00348,site_visit,2025-06-09,,direct,
3b7d2301,CUST-00348,sample_request,2025-06-27,Original Ceramic - Sage,direct,
72df1020,CUST-00348,purchase,2025-08-23,Glass - Seaglass,direct,655.09
9bd146e7,CUST-00349,site_visit,2024-09-28,,trade_show,
df40d0f1,CUST-00349,sample_request,2024-10-15,Original Ceramic - Aegean,trade_show,
1f900a2b,CUST-00350,site_visit,2025-01-04,,paid_social,
5720610e,CUST-00350,sample_request,2025-01-10,Original Ceramic - Aegean,paid_social,
9e726404,CUST-00350,purchase,2025-02-26,Glass - Champagne,paid_social,1601.47
c3dc66bb,CUST-00351,site_visit,2024-06-05,,organic_search,
7fccf07a,CUST-00351,visualizer_use,2024-06-14,Glass - Seaglass,organic_search,
c58fce1a,CUST-00351,sample_request,2024-06-06,Original Ceramic - Sage,organic_search,
20365695,CUST-00352,site_visit,2025-02-13,,organic_search,
42833f42,CUST-00352,sample_request,2025-03-05,Glass - Seaglass,organic_search,
b10efb81,CUST-00352,purchase,2025-04-08,Natural Press - Sable,organic_search,2695.2
887308b5,CUST-00353,site_visit,2025-04-24,,architect_referral,
2bd9d23c,CUST-00353,sample_request,2025-05-05,Glass - Midnight,architect_referral,
2fc37813,CUST-00353,purchase,2025-06-28,Glass - Midnight,architect_referral,520.67
7621916f,CUST-00354,site_visit,2024-01-19,,referral,
02bf1b9c,CUST-00354,sample_request,2024-01-21,Natural Press - Fog,referral,
7f0fead6,CUST-00354,sample_request,2024-02-02,Glass - Midnight,referral,
4059227c,CUST-00354,purchase,2024-02-18,Original Ceramic - Aegean,referral,1498.84
896dc675,CUST-00355,site_visit,2024-04-16,,trade_show,
8510fb16,CUST-00356,site_visit,2025-06-03,,referral,
f5c60ff7,CUST-00357,site_visit,2024-06-06,,direct,
79c42fb2,CUST-00358,site_visit,2025-06-01,,showroom_walkin,
3884bf9b,CUST-00358,sample_request,2025-06-08,Original Ceramic - Clamshell,showroom_walkin,
a376682a,CUST-00359,site_visit,2025-06-13,,architect_referral,
47e30e92,CUST-00359,visualizer_use,2025-06-13,Thin Brick - Charcoal,architect_referral,
f20e8bf7,CUST-00359,purchase,2025-07-26,Thin Brick - Charcoal,architect_referral,480.93
042aaaf3,CUST-00360,site_visit,2025-07-20,,direct,
9d2d0a8a,CUST-00360,sample_request,2025-07-24,Thin Brick - Terracotta,direct,
d1fb1d43,CUST-00361,site_visit,2025-02-18,,architect_referral,
47c060bf,CUST-00362,site_visit,2025-06-07,,organic_search,
416d4611,CUST-00362,sample_request,2025-06-15,Natural Press - Oatmeal,organic_search,
cb1ca45b,CUST-00363,site_visit,2024-02-18,,referral,
656ee3c7,CUST-00363,visualizer_use,2024-02-27,Thin Brick - Weathered White,referral,
043d40b7,CUST-00363,sample_request,2024-02-29,Thin Brick - Charcoal,referral,
007cea05,CUST-00363,sample_request,2024-03-14,Thin Brick - Charcoal,referral,
47c28aec,CUST-00364,site_visit,2024-04-17,,showroom_walkin,
2acb5461,CUST-00364,visualizer_use,2024-04-23,Glass - Seaglass,showroom_walkin,
