engagement_id,customer_id,campaign_type,sent_date,opened,clicked
e62ebc8b,CUST-00876,post_purchase,2024-08-02,1,0
d4723b53,CUST-00877,welcome,2024-07-07,1,0
e28baae5,CUST-00877,sample_followup,2024-07-21,0,0
207fc2e7,CUST-00877,post_purchase,2024-08-04,0,0
f8734fec,CUST-00878,welcome,2025-02-03,0,0
8b932a0f,CUST-00879,welcome,2024-03-27,0,0
023cd00e,CUST-00879,sample_followup,2024-03-30,1,0
70c6fa3c,CUST-00879,post_purchase,2024-04-15,0,0
f6f7cfad,CUST-00880,welcome,2024-12-14,0,1
0086f6b4,CUST-00880,sample_followup,2024-12-20,0,1
ec24ff9c,CUST-00880,reactivation,2025-02-28,0,1
c16891e9,CUST-00881,welcome,2024-03-09,0,0
18df0905,CUST-00881,post_purchase,2024-05-03,1,0
d97ff1ac,CUST-00882,welcome,2024-10-19,0,1
dfe8161d,CUST-00882,reactivation,2024-12-08,0,0
92f0544f,CUST-00883,welcome,2025-01-18,1,0
4a49d3da,CUST-00883,post_purchase,2025-01-30,0,0
91dc3ef5,CUST-00884,welcome,2024-02-16,0,1
1e337db4,CUST-00884,sample_followup,2024-02-24,0,0
2bc05960,CUST-00884,reactivation,2024-05-16,1,1
7dbde90c,CUST-00885,welcome,2024-06-10,0,0
2ad16af8,CUST-00885,sample_followup,2024-06-15,1,1
ff3b2ee0,CUST-00885,post_purchase,2024-06-27,0,0
8a77aaa9,CUST-00886,welcome,2024-02-03,1,0
69371560,CUST-00886,sample_followup,2024-02-22,0,0
662c49d0,CUST-00886,post_purchase,2024-03-27,0,1
096bd641,CUST-00887,welcome,2025-07-24,0,0
6ec9078d,CUST-00887,sample_followup,2025-08-02,1,0
61397587,CUST-00887,project_nurture,2025-08-22,0,1
70513d04,CUST-00887,post_purchase,2025-09-09,0,1
b5626cd2,CUST-00888,welcome,2025-07-18,0,0
050e01e7,CUST-00888,sample_followup,2025-07-29,0,0
e6c03a72,CUST-00889,welcome,2025-07-03,0,0
d89adec0,CUST-00889,sample_followup,2025-07-20,0,1
6cec13b1,CUST-00889,post_purchase,2025-08-01,0,0
0f3e412b,CUST-00890,welcome,2025-01-20,1,0
8b443a2d,CUST-00890,sample_followup,2025-01-25,1,0
ecb8995a,CUST-00890,project_nurture,2025-02-20,1,0
b0b7d37b,CUST-00890,post_purchase,2025-03-28,0,1
03f88687,CUST-00891,welcome,2025-06-22,0,0
9ca1a9c0,CUST-00892,welcome,2024-05-11,1,0
758b760a,CUST-00892,sample_followup,2024-05-21,0,0
1b2901f0,CUST-00892,post_purchase,2024-07-14,1,0
6e40223e,CUST-00893,welcome,2024-02-29,0,0
cc419060,CUST-00893,sample_followup,2024-03-20,0,0
258ec635,CUST-00893,reactivation,2024-05-27,1,0
1131b3e1,CUST-00894,welcome,2024-03-17,1,0
17a82b85,CUST-00895,welcome,2024-09-11,1,1
33efe94e,CUST-00896,welcome,2025-02-20,1,0
68564675,CUST-00897,welcome,2025-02-08,1,0
587614a2,CUST-00897,sample_followup,2025-02-11,0,0
a711b3eb,CUST-00897,reactivation,2025-04-24,1,0
596c8f22,CUST-00898,welcome,2025-01-21,1,1
065baaeb,CUST-00898,sample_followup,2025-02-01,1,0
33329914,CUST-00898,reactivation,2025-04-16,0,0
fab13439,CUST-00899,welcome,2024-06-04,0,0
0bdee14e,CUST-00899,sample_followup,2024-06-25,0,0
6c1f9f49,CUST-00899,post_purchase,2024-07-19,1,0
4f789a08,CUST-00900,welcome,2024-10-16,1,0
374f6397,CUST-00900,trade_engagement,2024-11-22,0,0
8718ff9f,CUST-00901,welcome,2024-01-30,0,0
e51ca591,CUST-00901,sample_followup,2024-02-07,1,0
1c219680,CUST-00901,reactivation,2024-04-20,0,0
33619977,CUST-00902,welcome,2025-01-05,0,0
03efac03,CUST-00902,sample_followup,2025-01-20,1,0
4088e904,CUST-00902,post_purchase,2025-01-30,1,0
e9ad901a,CUST-00903,welcome,2024-12-16,1,0
4cbaab2b,CUST-00903,sample_followup,2025-01-01,1,0
dadb02b1,CUST-00903,post_purchase,2025-02-28,1,0
dab78085,CUST-00904,welcome,2024-09-11,1,0
531660c7,CUST-00904,sample_followup,2024-09-17,0,0
feef2510,CUST-00904,reactivation,2024-10-15,1,0
e22eaf63,CUST-00905,welcome,2025-06-28,1,0
47ef0ac3,CUST-00905,sample_followup,2025-07-17,1,0
cacdd475,CUST-00906,welcome,2025-06-02,1,0
ffc6b7ae,CUST-00907,welcome,2024-12-16,1,0
35064887,CUST-00907,sample_followup,2024-12-24,0,0
84c3046e,CUST-00907,reactivation,2025-01-22,0,0
8ffe53ff,CUST-00908,welcome,2025-03-26,1,0
01add497,CUST-00908,sample_followup,2025-03-28,0,0
9f473e60,CUST-00908,post_purchase,2025-04-17,0,0
39e4f1cc,CUST-00909,welcome,2024-05-07,0,1
ebb79064,CUST-00910,welcome,2024-12-26,0,1
8981ae40,CUST-00910,sample_followup,2025-01-17,0,0
9e9d794b,CUST-00910,reactivation,2025-03-07,0,0
f989c822,CUST-00911,welcome,2024-06-01,0,0
cd21a1a5,CUST-00912,welcome,2025-05-01,1,0
645fd1e3,CUST-00913,welcome,2025-04-16,1,0
d987a37b,CUST-00914,welcome,2024-01-16,1,0
d3af1143,CUST-00914,sample_followup,2024-02-04,0,0
cdc25c91,CUST-00914,reactivation,2024-04-02,0,0
d45c224f,CUST-00915,welcome,2024-09-26,1,0
5653a4d3,CUST-00915,sample_followup,2024-10-04,0,0
6a039746,CUST-00915,post_purchase,2024-11-22,1,0
36a302eb,CUST-00916,welcome,2024-07-08,1,0
9f7ccbf0,CUST-00916,sample_followup,2024-07-21,1,0
94077780,CUST-00916,trade_engagement,2024-10-11,0,0
d9afb0e2,CUST-00917,welcome,2024-10-06,1,0
b7c067a2,CUST-00917,sample_followup,2024-10-25,0,0
be19c613,CUST-00917,post_purchase,2024-12-22,0,0
ee4614f5,CUST-00918,welcome,2024-10-11,0,0
d4c6fe26,CUST-00919,welcome,2024-03-15,1,0
e938be9d,CUST-00919,sample_followup,2024-03-24,0,0
d73b6816,CUST-00919,reactivation,2024-06-10,1,0
613fa689,CUST-00920,welcome,2024-09-17,1,0
0c5867e0,CUST-00920,sample_followup,2024-10-10,1,1
2f6f8ac9,CUST-00920,post_purchase,2024-11-27,1,0
71cfae56,CUST-00921,welcome,2024-07-09,1,0
943d5c1b,CUST-00922,welcome,2024-08-01,1,1
2d2b491b,CUST-00922,sample_followup,2024-08-04,0,0
94fad9ae,CUST-00922,post_purchase,2024-08-20,1,1
e393b89e,CUST-00923,welcome,2024-10-17,1,1
6c157dc1,CUST-00923,reactivation,2024-12-06,0,0
1c09af11,CUST-00924,welcome,2025-08-10,0,1
d41e8d2b,CUST-00924,sample_followup,2025-08-23,0,1
1e13e19b,CUST-00924,post_purchase,2025-09-27,0,0
c7070fb7,CUST-00925,welcome,2024-07-10,0,0
6ad2c7ae,CUST-00925,sample_followup,2024-07-13,1,0
333d6353,CUST-00925,post_purchase,2024-08-24,0,0
6d5bf09d,CUST-00926,welcome,2025-07-28,1,0
e46c73ff,CUST-00926,sample_followup,2025-08-09,0,0
bd224797,CUST-00926,post_purchase,2025-10-07,0,0
cf84d9c3,CUST-00927,welcome,2024-09-22,1,0
20b9da7c,CUST-00927,sample_followup,2024-09-27,1,0
82dbfc72,CUST-00927,project_nurture,2024-10-21,0,0
c4b61a03,CUST-00927,post_purchase,2024-11-27,0,0
8bbcd8a3,CUST-00928,welcome,2024-03-04,1,0
ed6fbaf2,CUST-00928,sample_followup,2024-03-19,1,0
8bdb68aa,CUST-00928,post_purchase,2024-03-28,1,0
adb92c47,CUST-00929,welcome,2024-12-31,1,0
0df33cdc,CUST-00929,sample_followup,2025-01-21,1,0
263b61b1,CUST-00929,trade_engagement,2025-03-24,0,0
9e08472b,CUST-00930,welcome,2024-08-12,1,0
927c9fc8,CUST-00930,sample_followup,2024-08-18,0,1
66307365,CUST-00930,reactivation,2024-09-24,0,0
e2d010d2,CUST-00931,welcome,2024-11-14,1,1
81676051,CUST-00931,sample_followup,2024-11-23,0,0
76f0a973,CUST-00931,reactivation,2025-01-23,0,1
7e8bcd71,CUST-00932,welcome,2024-11-18,0,0
93f74fa3,CUST-00932,sample_followup,2024-12-11,1,0
779db85f,CUST-00932,project_nurture,2024-12-29,1,0
05c6b8d1,CUST-00932,post_purchase,2025-01-23,0,0
bb1f78e0,CUST-00933,welcome,2024-07-05,0,0
5f2bcf5d,CUST-00933,reactivation,2024-08-19,1,1
47033a22,CUST-00934,welcome,2024-04-21,1,0
2033a27a,CUST-00934,sample_followup,2024-04-26,0,0
ed575f2e,CUST-00934,reactivation,2024-06-20,0,0
ccc6d68a,CUST-00935,welcome,2024-11-19,1,0
9349e6fe,CUST-00935,sample_followup,2024-11-30,0,0
8f18affc,CUST-00935,reactivation,2025-02-15,1,0
b7f2712b,CUST-00936,welcome,2025-08-19,0,0
e4e73ecf,CUST-00936,sample_followup,2025-09-04,1,0
0637541d,CUST-00937,welcome,2025-05-03,0,0
168cad49,CUST-00937,post_purchase,2025-06-06,1,0
88ca705f,CUST-00938,welcome,2024-03-07,0,0
2ce6ee35,CUST-00938,sample_followup,2024-03-26,0,0
08d6ccc3,CUST-00938,post_purchase,2024-04-19,1,0
6f261384,CUST-00939,welcome,2024-02-19,1,0
21adf3ce,CUST-00939,sample_followup,2024-03-11,0,0
7cec1eb9,CUST-00939,post_purchase,2024-03-23,1,1
4f7b2037,CUST-00940,welcome,2024-09-15,0,0
1361964c,CUST-00940,sample_followup,2024-09-21,0,0
2952f851,CUST-00940,post_purchase,2024-10-01,1,1
778505b1,CUST-00941,welcome,2025-01-27,1,0
7356a32f,CUST-00941,sample_followup,2025-02-12,1,0
1234dfb0,CUST-00941,reactivation,2025-05-09,0,0
96edf73e,CUST-00942,welcome,2025-01-19,0,1
3a01f704,CUST-00942,sample_followup,2025-02-11,0,0
467496df,CUST-00942,post_purchase,2025-04-01,0,0
0a251203,CUST-00943,welcome,2025-01-03,0,0
b7e1b463,CUST-00943,sample_followup,2025-01-11,0,0
59ee772a,CUST-00943,post_purchase,2025-02-09,1,1
8d65fcb8,CUST-00944,welcome,2025-03-23,1,0
7e8a457d,CUST-00945,welcome,2025-01-22,0,1
089b346c,CUST-00945,sample_followup,2025-02-13,0,1
935b9823,CUST-00945,trade_engagement,2025-04-26,0,0
7ea4071c,CUST-00946,welcome,2024-06-05,1,0
f437f2e1,CUST-00946,post_purchase,2024-07-09,1,0
9d20232a,CUST-00947,welcome,2025-06-28,1,0
3b634d9c,CUST-00948,welcome,2025-08-07,0,0
72578641,CUST-00948,sample_followup,2025-08-21,1,0
94e9ad17,CUST-00948,post_purchase,2025-10-16,0,0
97635f3f,CUST-00949,welcome,2024-01-19,1,0
e96e63e4,CUST-00949,sample_followup,2024-01-30,0,0
c6218dc4,CUST-00949,post_purchase,2024-03-31,0,0
9fa2d45c,CUST-00950,welcome,2024-07-23,1,0
dc220e99,CUST-00951,welcome,2024-12-23,1,0
0cba8399,CUST-00951,sample_followup,2025-01-14,1,0
f66a048e,CUST-00951,post_purchase,2025-01-23,0,0
2dacb587,CUST-00952,welcome,2024-03-05,1,0
11b6afdb,CUST-00953,welcome,2024-07-31,0,0
809510b3,CUST-00953,post_purchase,2024-09-01,0,0
26675882,CUST-00954,welcome,2024-09-11,1,0
4981fe9b,CUST-00954,sample_followup,2024-09-17,0,0
01e7bdb5,CUST-00954,reactivation,2024-11-29,0,0
146d8e51,CUST-00955,welcome,2024-03-06,0,0
75b8da4f,CUST-00955,sample_followup,2024-03-19,1,0
cbc80c20,CUST-00955,reactivation,2024-04-15,0,0
8e02645c,CUST-00956,welcome,2024-09-30,1,0
8e78af4c,CUST-00956,sample_followup,2024-10-18,1,0
6d3352a9,CUST-00956,reactivation,2024-12-25,0,0
dcfb92b3,CUST-00957,welcome,2024-01-19,0,0
4de83076,CUST-00958,welcome,2024-05-22,1,0
d19edc71,CUST-00958,sample_followup,2024-05-31,1,0
f7b7151e,CUST-00958,reactivation,2024-08-13,0,0
d7271bf5,CUST-00959,welcome,2024-10-02,0,1
e4829dbc,CUST-00960,welcome,2025-04-14,0,0
c5787f94,CUST-00960,sample_followup,2025-04-24,0,0
7a2235f6,CUST-00960,post_purchase,2025-05-22,1,0
f8275e2a,CUST-00961,welcome,2025-07-04,0,0
6c1c94db,CUST-00961,sample_followup,2025-07-09,0,0
8cf4f490,CUST-00961,post_purchase,2025-07-28,1,1
fa1be0b1,CUST-00962,welcome,2024-03-04,0,0
993f6d20,CUST-00962,post_purchase,2024-04-18,0,0
0567271d,CUST-00963,welcome,2025-05-01,1,0
6744615a,CUST-00963,sample_followup,2025-05-07,0,0
cc71fca3,CUST-00963,post_purchase,2025-07-01,1,0
3f7766da,CUST-00964,welcome,2025-01-02,0,0
c1fdf56a,CUST-00964,sample_followup,2025-01-13,0,1
7b1f6ffa,CUST-00964,reactivation,2025-04-08,1,0
7e832306,CUST-00965,welcome,2024-02-06,1,0
4c2c489a,CUST-00965,reactivation,2024-03-25,1,0
320403de,CUST-00966,welcome,2024-12-18,0,0
58388f7d,CUST-00966,sample_followup,2025-01-02,1,0
c3229c1e,CUST-00966,post_purchase,2025-02-10,0,0
95c39aac,CUST-00967,welcome,2025-05-26,0,0
4cb8e5dd,CUST-00967,sample_followup,2025-06-03,1,0
d08a570f,CUST-00967,post_purchase,2025-08-04,1,0
d801d07d,CUST-00968,welcome,2024-05-11,1,0
f822ed41,CUST-00969,welcome,2024-06-10,0,0
729f891f,CUST-00969,sample_followup,2024-06-21,1,0
afbac1ca,CUST-00969,post_purchase,2024-07-20,0,0
3e9c17fd,CUST-00970,welcome,2025-01-07,1,0
e252211c,CUST-00970,sample_followup,2025-01-22,1,0
c67ce07f,CUST-00970,reactivation,2025-03-08,1,0
0cbf8cc4,CUST-00971,welcome,2024-11-04,0,0
15cd4594,CUST-00971,sample_followup,2024-11-07,1,0
f0c53614,CUST-00971,reactivation,2024-12-08,0,0
9959e0e1,CUST-00972,welcome,2024-07-06,1,0
6d5e6b41,CUST-00972,sample_followup,2024-07-19,0,0
2617a44a,CUST-00972,post_purchase,2024-09-09,1,0
8d3e3c65,CUST-00973,welcome,2024-08-20,1,0
efadffc8,CUST-00973,sample_followup,2024-09-12,1,0
335fb881,CUST-00973,post_purchase,2024-10-21,0,0
412df813,CUST-00974,welcome,2025-02-10,1,0
88c0b0d2,CUST-00975,welcome,2024-04-25,1,0
7bf8008c,CUST-00976,welcome,2025-09-01,1,0
fcfe3cb0,CUST-00977,welcome,2025-04-14,0,0
5cba8a65,CUST-00977,sample_followup,2025-05-06,0,0
f073a54a,CUST-00977,post_purchase,2025-06-21,1,0
8c7ba0a8,CUST-00978,welcome,2024-03-17,0,0
c2ef5f92,CUST-00978,sample_followup,2024-03-19,0,0
29c3d639,CUST-00978,post_purchase,2024-04-18,0,0
c9bc4ed4,CUST-00979,welcome,2025-06-20,0,0
c85ef0b2,CUST-00980,welcome,2024-09-09,0,0
58b0da7e,CUST-00980,sample_followup,2024-09-11,0,0
a132187c,CUST-00980,reactivation,2024-11-13,0,0
47d6b23f,CUST-00981,welcome,2024-02-19,1,0
16222ad5,CUST-00981,sample_followup,2024-03-03,0,0
5464f6cc,CUST-00981,reactivation,2024-03-30,0,0
03933a0e,CUST-00982,welcome,2024-01-22,0,1
4e04ad34,CUST-00982,sample_followup,2024-02-11,1,0
0abebaf1,CUST-00982,post_purchase,2024-04-06,1,0
cc71a3fb,CUST-00983,welcome,2024-02-14,1,0
d4990b49,CUST-00984,welcome,2025-02-16,0,0
7c441d3f,CUST-00984,sample_followup,2025-02-24,1,0
16bbda9a,CUST-00984,reactivation,2025-04-26,0,0
39e4a4d1,CUST-00985,welcome,2024-04-03,1,0
ec4e81ef,CUST-00985,sample_followup,2024-04-23,0,0
c337e843,CUST-00985,project_nurture,2024-05-11,1,0
01dd5125,CUST-00985,post_purchase,2024-06-13,0,0
d57ab758,CUST-00986,welcome,2025-02-24,1,0
580a004f,CUST-00987,welcome,2025-04-18,0,0
b57b5535,CUST-00987,sample_followup,2025-04-28,0,0
0e7ae5d6,CUST-00987,post_purchase,2025-05-15,1,1
cfd4eb75,CUST-00988,welcome,2024-04-15,0,0
f9a927f2,CUST-00988,sample_followup,2024-04-17,1,0
2817d166,CUST-00988,trade_engagement,2024-07-08,0,0
79c603d8,CUST-00989,welcome,2024-01-05,0,0
4eb72b8e,CUST-00989,sample_followup,2024-01-15,0,0
7f11b735,CUST-00989,post_purchase,2024-03-17,0,0
b41d6c15,CUST-00990,welcome,2025-03-12,0,0
97e5fdbb,CUST-00990,post_purchase,2025-04-11,1,0
390200b8,CUST-00991,welcome,2024-08-28,1,0
3964bead,CUST-00991,trade_engagement,2024-10-18,1,0
cede535d,CUST-00992,welcome,2024-07-10,1,1
c4799da1,CUST-00992,post_purchase,2024-08-04,1,0
6dd15428,CUST-00993,welcome,2024-02-28,1,0
54dd1d46,CUST-00994,welcome,2024-11-13,1,0
cf2c7d17,CUST-00994,sample_followup,2024-12-02,1,0
59e3a3e5,CUST-00994,post_purchase,2024-12-22,0,0
eae1ca80,CUST-00995,welcome,2025-07-01,1,0
6aa945d3,CUST-00995,sample_followup,2025-07-18,1,0
aeaabec1,CUST-00995,post_purchase,2025-08-05,0,0
4f937db5,CUST-00996,welcome,2025-08-08,0,1
5e7a24cb,CUST-00996,sample_followup,2025-08-10,1,0
696bb519,CUST-00997,welcome,2025-04-18,0,0
44fc59fe,CUST-00997,sample_followup,2025-04-30,0,0
ed120d0d,CUST-00997,post_purchase,2025-05-16,1,0
04a9b40b,CUST-00998,welcome,2024-04-24,1,0
ef8ce8c8,CUST-00998,post_purchase,2024-05-19,0,0
9b71781e,CUST-00999,welcome,2025-08-25,0,0
2603424b,CUST-00999,sample_followup,2025-09-05,0,0
1ba14622,CUST-00999,post_purchase,2025-10-23,1,0
5d3b9901,CUST-01000,welcome,2025-04-22,1,0
ac8aeeb2,CUST-01000,sample_followup,2025-05-03,1,1
13b597d9,CUST-01000,post_purchase,2025-06-15,1,0
971f9b59,CUST-01001,welcome,2025-07-03,0,0
bdff4c8c,CUST-01001,sample_followup,2025-07-11,1,1
b821060b,CUST-01001,post_purchase,2025-08-05,1,0
67c6d6e6,CUST-01002,welcome,2024-05-14,1,0
0c352652,CUST-01003,welcome,2024-05-11,1,0
4a5e5e87,CUST-01003,sample_followup,2024-05-18,1,0
a4afb43c,CUST-01003,project_nurture,2024-05-31,0,1
ed75fbcc,CUST-01003,post_purchase,2024-06-06,1,0
1d2839e0,CUST-01004,welcome,2024-01-23,0,0
72eb872f,CUST-01005,welcome,2025-08-05,0,1
ea58ebe7,CUST-01006,welcome,2024-08-29,0,0
da7930b5,CUST-01007,welcome,2025-07-09,0,0
5fbb07e7,CUST-01007,sample_followup,2025-07-26,1,1
e91b0e05,CUST-01007,post_purchase,2025-09-16,1,1
8ffe0854,CUST-01008,welcome,2024-03-29,0,0
2f530111,CUST-01008,reactivation,2024-04-30,1,0
5199c8ff,CUST-01009,welcome,2025-01-07,1,0
efad99b7,CUST-01010,welcome,2025-02-19,1,0
cc369880,CUST-01010,sample_followup,2025-02-24,0,0
5c394b53,CUST-01010,post_purchase,2025-03-13,1,0
8e167011,CUST-01011,welcome,2024-05-20,0,0
4835098e,CUST-01011,post_purchase,2024-06-18,1,0
34d73988,CUST-01012,welcome,2025-03-05,0,0
a924bc1c,CUST-01012,sample_followup,2025-03-08,0,0
0d78b6f5,CUST-01012,post_purchase,2025-03-22,1,0
986146cf,CUST-01013,welcome,2024-05-11,1,0
81e17031,CUST-01013,sample_followup,2024-05-24,0,0
bea402cb,CUST-01013,project_nurture,2024-06-26,0,0
f43c3e9b,CUST-01013,trade_engagement,2024-07-09,0,1
69596fe5,CUST-01014,welcome,2024-05-28,0,1
742adc05,CUST-01014,sample_followup,2024-06-11,0,0
d42e7cef,CUST-01014,trade_engagement,2024-07-24,1,0
caa6ef90,CUST-01015,welcome,2025-02-24,0,0
5b46dd4a,CUST-01015,reactivation,2025-04-01,0,0
8c7424d3,CUST-01016,welcome,2024-12-26,1,1
84145685,CUST-01017,welcome,2025-06-07,1,1
8926eacd,CUST-01017,sample_followup,2025-06-10,1,0
40043ea3,CUST-01017,post_purchase,2025-07-25,0,1
e8e8a04d,CUST-01018,welcome,2025-03-06,1,0
faa5e11a,CUST-01019,welcome,2024-09-20,1,0
f31b62df,CUST-01019,post_purchase,2024-11-15,1,1
52b08b3b,CUST-01020,welcome,2025-08-24,0,0
e6cd868b,CUST-01020,sample_followup,2025-09-08,1,0
228ac2ab,CUST-01020,post_purchase,2025-09-23,1,0
1a4ffa86,CUST-01021,welcome,2025-02-16,0,1
905dce84,CUST-01021,sample_followup,2025-02-21,0,0
0cba52bf,CUST-01021,reactivation,2025-04-01,1,0
f368b6a3,CUST-01022,welcome,2025-07-18,1,1
74ad899c,CUST-01022,sample_followup,2025-07-28,1,0
879b81f5,CUST-01022,post_purchase,2025-09-27,1,1
0f050f35,CUST-01023,welcome,2024-06-09,0,0
fa23b951,CUST-01024,welcome,2024-05-04,1,0
cb21871c,CUST-01024,sample_followup,2024-05-11,0,0
e54c71b7,CUST-01024,reactivation,2024-07-07,1,0
55cc967c,CUST-01025,welcome,2025-04-25,0,1
d9453c05,CUST-01025,post_purchase,2025-05-18,0,0
4ade14a1,CUST-01026,welcome,2024-08-21,0,0
16d09f04,CUST-01026,sample_followup,2024-09-04,0,0
18e50dcc,CUST-01026,reactivation,2024-10-03,1,0
8466c7a8,CUST-01027,welcome,2024-05-19,1,0
eb405a50,CUST-01027,sample_followup,2024-06-03,0,0
9fed4d96,CUST-01027,post_purchase,2024-08-02,1,0
f2546523,CUST-01028,welcome,2024-05-26,0,0
92341a07,CUST-01028,sample_followup,2024-05-28,0,0
633cde98,CUST-01028,post_purchase,2024-07-26,0,0
e15ff99e,CUST-01029,welcome,2024-10-27,1,1
bafbad4e,CUST-01029,post_purchase,2024-11-07,1,1
b9f43a69,CUST-01030,welcome,2025-07-18,0,0
055dd037,CUST-01030,sample_followup,2025-07-30,1,1
421289d5,CUST-01031,welcome,2024-06-09,1,0
e040fde3,CUST-01031,post_purchase,2024-07-24,0,0
039a55fe,CUST-01032,welcome,2024-06-08,0,0
8fbe1b05,CUST-01032,sample_followup,2024-06-22,1,0
be1f4d3a,CUST-01032,reactivation,2024-08-11,0,0
0d77f70a,CUST-01033,welcome,2025-01-02,1,0
3713da23,CUST-01033,sample_followup,2025-01-12,0,0
82595e3f,CUST-01033,reactivation,2025-03-26,1,0
064f9c05,CUST-01034,welcome,2025-06-27,1,1
0214a1bb,CUST-01034,sample_followup,2025-07-02,1,0
62b6aacb,CUST-01034,reactivation,2025-08-23,0,0
25e0ec04,CUST-01035,welcome,2025-07-23,1,0
b663e91b,CUST-01036,welcome,2024-07-31,0,0
d440c135,CUST-01036,sample_followup,2024-08-06,0,0
2b2f8e4c,CUST-01036,post_purchase,2024-08-18,0,0
0af27bf5,CUST-01037,welcome,2024-08-28,1,0
55898c38,CUST-01037,trade_engagement,2024-11-09,0,0
3a6daecf,CUST-01038,welcome,2025-04-06,0,0
8a82ccd7,CUST-01039,welcome,2024-12-14,0,0
37c48dac,CUST-01039,sample_followup,2024-12-21,1,0
abfd7bcc,CUST-01039,trade_engagement,2025-01-20,0,0
833d304a,CUST-01040,welcome,2024-04-19,0,0
cddd0263,CUST-01040,post_purchase,2024-05-10,1,0
ecd05d12,CUST-01041,welcome,2024-04-17,0,0
a0d53f1d,CUST-01041,sample_followup,2024-04-29,1,0
aefe85b2,CUST-01041,post_purchase,2024-06-02,1,0
d3da1a23,CUST-01042,welcome,2024-08-10,1,0
6060a40a,CUST-01042,sample_followup,2024-08-16,1,0
e8138ece,CUST-01042,project_nurture,2024-09-01,0,0
6eab59d2,CUST-01042,post_purchase,2024-09-30,1,0
7fbe055e,CUST-01043,welcome,2025-02-12,0,0
1501ff1e,CUST-01044,welcome,2024-06-11,1,0
9fc9396e,CUST-01044,sample_followup,2024-07-03,1,0
af35ae6a,CUST-01044,post_purchase,2024-09-03,1,0
8899a126,CUST-01045,welcome,2024-12-31,0,0
3fc6f014,CUST-01045,reactivation,2025-03-22,1,0
09879dd1,CUST-01046,welcome,2024-01-24,0,0
92161023,CUST-01046,trade_engagement,2024-04-24,0,0
f6089830,CUST-01047,welcome,2025-07-10,1,0
e38710ad,CUST-01047,sample_followup,2025-07-17,0,0
e182e9e5,CUST-01048,welcome,2024-03-02,0,0
d311e9f3,CUST-01048,post_purchase,2024-04-07,0,0
eac9c666,CUST-01049,welcome,2024-06-16,1,0
75d135fc,CUST-01049,sample_followup,2024-06-29,1,0
732e1be8,CUST-01049,post_purchase,2024-08-14,0,0
282b3341,CUST-01050,welcome,2024-05-01,1,0
3a8890de,CUST-01050,sample_followup,2024-05-04,1,0
35931047,CUST-01050,post_purchase,2024-06-10,0,0
0a81b6e7,CUST-01051,welcome,2025-02-15,1,0
387bbad7,CUST-01051,sample_followup,2025-03-01,1,0
7ae22706,CUST-01051,post_purchase,2025-04-07,1,0
93bde314,CUST-01052,welcome,2024-05-21,0,0
6623b874,CUST-01052,sample_followup,2024-05-31,0,0
8b29d821,CUST-01052,project_nurture,2024-06-30,0,0
38957b49,CUST-01052,post_purchase,2024-07-16,1,0
e906684d,CUST-01053,welcome,2024-09-18,1,0
7e01ff11,CUST-01053,sample_followup,2024-10-07,0,0
13d69eef,CUST-01053,reactivation,2024-11-15,0,0
007e2011,CUST-01054,welcome,2025-07-26,1,0
d3325ead,CUST-01054,sample_followup,2025-07-29,1,0
1fb1c184,CUST-01055,welcome,2024-11-25,1,0
9e66437e,CUST-01055,sample_followup,2024-12-12,0,0
ed4565a4,CUST-01055,reactivation,2025-02-24,0,0
cd8c8eca,CUST-01056,welcome,2024-06-26,1,0
b98bd815,CUST-01057,welcome,2024-11-04,0,0
58ac61f2,CUST-01057,post_purchase,2024-11-25,1,0
0ac977d6,CUST-01058,welcome,2025-03-31,1,0
c8e4b0a1,CUST-01059,welcome,2024-03-10,1,0
7fe094ab,CUST-01059,sample_followup,2024-03-18,0,0
f765be6b,CUST-01059,post_purchase,2024-05-03,0,0
c96cc78d,CUST-01060,welcome,2024-04-24,0,0
a5f22c24,CUST-01060,sample_followup,2024-05-12,0,1
72cdefad,CUST-01060,post_purchase,2024-06-01,1,0
881490b3,CUST-01061,welcome,2024-07-22,0,0
24b7c116,CUST-01062,welcome,2025-02-03,1,0
395f3fbe,CUST-01063,welcome,2024-02-03,1,0
52812367,CUST-01063,sample_followup,2024-02-13,0,0
4e24c41d,CUST-01063,post_purchase,2024-03-28,0,0
916aba1b,CUST-01064,welcome,2024-06-22,1,0
c8a6919b,CUST-01064,sample_followup,2024-07-02,1,0
70eb8633,CUST-01064,post_purchase,2024-08-16,1,0
93703385,CUST-01065,welcome,2024-05-21,0,0
594ae030,CUST-01066,welcome,2024-01-05,1,0
5723e341,CUST-01066,post_purchase,2024-02-10,1,0
61ea297e,CUST-01067,welcome,2024-02-22,1,1
12dbe31a,CUST-01067,sample_followup,2024-02-28,1,0
5c4c9af5,CUST-01067,reactivation,2024-05-19,0,0
25ee5812,CUST-01068,welcome,2024-05-15,1,0
2e8c955a,CUST-01069,welcome,2024-06-02,0,1
2303c6e5,CUST-01069,sample_followup,2024-06-05,0,0
f1c73e24,CUST-01069,post_purchase,2024-06-29,1,0
acff3145,CUST-01070,welcome,2025-05-10,1,0
c6b6f432,CUST-01070,sample_followup,2025-05-16,0,0
aef11a8c,CUST-01070,post_purchase,2025-06-30,0,0
6def83fd,CUST-01071,welcome,2024-12-04,1,0
6bc76ede,CUST-01071,sample_followup,2024-12-11,0,0
